predicted,actual,correct,plate_x,plate_z,release_speed
4-Seam Fastball,4-Seam Fastball,True,0.48,0.73,0.87
Changeup,Changeup,True,0.09,-0.11,-0.12
Curveball,Curveball,True,0.1,-0.35,-0.44
4-Seam Fastball,4-Seam Fastball,True,0.28,0.91,0.94
Slider,Slider,True,-0.24,0.22,-0.13
Changeup,Changeup,True,0.8,0.1,-0.01
Changeup,Changeup,True,0.55,-0.15,-0.06
Slider,Slider,True,0.46,-0.15,0.15
Curveball,Curveball,True,0.41,0.8,-0.65
Changeup,Changeup,True,0.69,0.13,-0.14
Slider,Slider,True,0.15,-0.26,0.21
Curveball,Curveball,True,0.24,-0.13,-0.81
Curveball,Curveball,True,0.07,-0.02,-0.54
Slider,Slider,True,-0.06,0.1,0.18
4-Seam Fastball,4-Seam Fastball,True,0.39,0.51,0.85
Changeup,Changeup,True,0.79,0.33,-0.22
Changeup,Changeup,True,0.56,0.18,0.03
4-Seam Fastball,4-Seam Fastball,True,0.53,0.57,0.78
Changeup,Changeup,True,0.24,-0.15,0.19
Curveball,Curveball,True,0.14,-0.37,-0.35
4-Seam Fastball,4-Seam Fastball,True,-0.13,0.37,0.89
Curveball,Curveball,True,0.53,0.09,-0.46
Curveball,Curveball,True,-0.55,-0.29,-0.38
Curveball,Curveball,True,0.26,-0.0,-0.55
Curveball,Curveball,True,0.16,-0.25,-0.45
Changeup,Changeup,True,0.05,-0.05,0.07
Slider,Slider,True,-0.17,0.32,0.12
Slider,Slider,True,-0.23,-0.18,0.21
4-Seam Fastball,4-Seam Fastball,True,0.31,0.31,0.87
Changeup,Changeup,True,0.35,-0.22,0.04
Slider,Slider,True,-0.32,-0.01,0.12
Curveball,Curveball,True,0.16,-0.28,-0.54
Changeup,Changeup,True,0.52,-0.32,0.04
Slider,Slider,True,-0.07,-0.15,0.22
4-Seam Fastball,4-Seam Fastball,True,-0.59,-0.2,0.74
Changeup,Changeup,True,0.3,-0.09,0.18
Curveball,Curveball,True,-0.09,-0.71,-0.6
4-Seam Fastball,4-Seam Fastball,True,0.29,0.71,0.84
4-Seam Fastball,4-Seam Fastball,True,-0.09,0.45,0.91
4-Seam Fastball,4-Seam Fastball,True,0.09,0.52,0.75
4-Seam Fastball,4-Seam Fastball,True,-0.81,-0.12,0.85
Curveball,Curveball,True,-0.24,-0.37,-0.54
Changeup,Changeup,True,0.39,-0.01,0.02
Changeup,Changeup,True,0.73,-0.11,0.09
Curveball,Curveball,True,-0.12,-0.24,-0.44
4-Seam Fastball,4-Seam Fastball,True,0.67,0.72,0.81
Changeup,Changeup,True,0.33,0.49,-0.1
Changeup,Changeup,True,0.46,0.07,0.04
Changeup,Changeup,True,0.32,-0.03,-0.07
Slider,Slider,True,-0.07,-0.14,0.26
Curveball,Curveball,True,-0.2,0.01,-0.53
4-Seam Fastball,4-Seam Fastball,True,0.14,0.2,0.79
Slider,Slider,True,-0.42,0.14,0.23
Curveball,Curveball,True,-0.18,-0.3,-0.55
4-Seam Fastball,4-Seam Fastball,True,0.91,0.43,0.76
Curveball,Curveball,True,-0.14,-0.11,-0.33
4-Seam Fastball,4-Seam Fastball,True,0.58,0.11,0.95
Slider,Slider,True,-0.44,-0.14,0.18
4-Seam Fastball,4-Seam Fastball,True,-0.14,0.62,0.95
Changeup,Changeup,True,0.14,0.01,-0.03
Curveball,Curveball,True,0.57,0.1,-0.73
4-Seam Fastball,4-Seam Fastball,True,0.77,0.67,0.8
Slider,Slider,True,-0.22,-0.14,0.12
Curveball,Curveball,True,-0.37,-0.75,-0.33
Curveball,Curveball,True,-0.05,-0.43,-0.32
4-Seam Fastball,4-Seam Fastball,True,0.09,0.75,0.85
Changeup,Changeup,True,0.35,-0.19,0.02
Slider,Slider,True,-0.52,-0.27,0.23
4-Seam Fastball,4-Seam Fastball,True,-0.22,0.51,0.87
4-Seam Fastball,4-Seam Fastball,True,-0.11,0.46,0.59
4-Seam Fastball,4-Seam Fastball,True,0.32,0.64,0.85
4-Seam Fastball,4-Seam Fastball,True,-0.39,0.16,0.68
Changeup,Changeup,True,0.75,0.39,-0.07
Slider,Slider,True,-0.66,-0.33,0.24
Slider,Slider,True,0.2,0.02,0.04
Slider,Slider,True,-0.23,-0.0,0.2
Slider,Slider,True,-0.34,0.06,0.25
Changeup,Changeup,True,0.79,0.16,-0.16
Changeup,Changeup,True,0.27,-0.06,-0.29
Curveball,Curveball,True,-0.01,-0.14,-0.47
Changeup,Changeup,True,0.43,0.33,0.02
Curveball,Curveball,True,-0.23,-0.17,-0.57
Slider,Slider,True,0.01,0.43,0.02
Changeup,Changeup,True,0.38,0.25,-0.21
Slider,Slider,True,-0.45,-0.22,0.0
Curveball,Curveball,True,0.04,-0.29,-0.41
Curveball,Curveball,True,-0.44,0.27,-0.61
Changeup,Changeup,True,0.75,0.14,-0.2
4-Seam Fastball,4-Seam Fastball,True,0.62,0.67,0.71
Slider,Slider,True,-0.03,-0.03,0.25
4-Seam Fastball,4-Seam Fastball,True,0.5,0.46,0.99
Slider,Slider,True,-0.16,-0.11,0.19
Slider,Slider,True,-0.05,-0.06,-0.07
Curveball,Curveball,True,-0.18,-0.4,-0.38
Slider,Slider,True,-0.05,-0.3,0.17
Slider,Slider,True,0.14,0.52,0.0
Curveball,Curveball,True,-0.12,-0.1,-0.29
Curveball,Curveball,True,0.11,-0.3,-0.46
4-Seam Fastball,4-Seam Fastball,True,-0.14,0.55,0.87
Slider,Slider,True,0.26,0.6,0.15
Curveball,Curveball,True,-0.07,-0.1,-0.61
Curveball,Curveball,True,0.46,0.48,-0.31
Curveball,Curveball,True,-0.59,0.07,-0.56
Changeup,Changeup,True,0.4,-0.11,0.01
Slider,Slider,True,0.03,0.01,0.17
Changeup,Changeup,True,0.39,-0.12,0.02
4-Seam Fastball,4-Seam Fastball,True,-0.48,0.34,0.8
Slider,Slider,True,-0.6,-0.06,0.2
4-Seam Fastball,4-Seam Fastball,True,0.75,0.35,0.8
4-Seam Fastball,4-Seam Fastball,True,0.35,0.85,0.79
4-Seam Fastball,4-Seam Fastball,True,0.36,0.54,0.61
4-Seam Fastball,4-Seam Fastball,True,0.27,0.59,0.75
Slider,Slider,True,-0.18,0.2,0.21
4-Seam Fastball,4-Seam Fastball,True,-0.19,0.05,0.91
Changeup,Changeup,True,0.73,-0.07,-0.05
Slider,Slider,True,-0.46,-0.18,0.08
Curveball,Curveball,True,0.12,-0.55,-0.55
4-Seam Fastball,4-Seam Fastball,True,0.65,0.34,0.79
Slider,Slider,True,-0.43,-0.18,0.1
Curveball,Curveball,True,0.04,-0.05,-0.81
4-Seam Fastball,4-Seam Fastball,True,0.35,0.64,0.72
Curveball,Curveball,True,-0.07,-0.18,-0.43
Changeup,Changeup,True,0.83,0.08,-0.13
4-Seam Fastball,4-Seam Fastball,True,0.22,0.74,0.89
Curveball,Curveball,True,-0.16,-0.15,-0.51
Slider,Slider,True,0.27,0.0,0.19
4-Seam Fastball,4-Seam Fastball,True,0.07,0.67,0.87
Changeup,Changeup,True,0.35,-0.23,0.12
4-Seam Fastball,4-Seam Fastball,True,0.62,0.69,0.71
4-Seam Fastball,4-Seam Fastball,True,0.44,0.55,0.85
Slider,Slider,True,-0.41,0.26,-0.05
Changeup,Changeup,True,0.84,0.33,-0.25
Slider,Slider,True,-0.3,0.03,0.25
Changeup,Changeup,True,0.68,-0.17,0.01
Slider,Slider,True,-0.41,-0.15,0.09
Curveball,Curveball,True,0.46,-0.19,-0.54
Changeup,Changeup,True,0.3,0.14,-0.01
Curveball,Curveball,True,0.03,-0.12,-0.61
Curveball,Curveball,True,0.87,0.32,-0.5
Slider,Slider,True,-0.07,-0.15,0.2
4-Seam Fastball,4-Seam Fastball,True,0.18,0.57,0.75
Curveball,Curveball,True,-0.03,-0.75,-0.47
Slider,Slider,True,-0.06,-0.03,0.38
4-Seam Fastball,4-Seam Fastball,True,0.06,0.72,0.94
Curveball,Curveball,True,0.15,-0.05,-0.51
Changeup,Changeup,True,0.63,0.2,0.04
Changeup,Changeup,True,0.35,-0.16,-0.12
Changeup,Changeup,True,0.68,0.23,-0.15
4-Seam Fastball,4-Seam Fastball,True,0.63,0.28,0.68
Curveball,Curveball,True,-0.05,-0.17,-0.53
Changeup,Changeup,True,0.46,0.02,-0.05
Changeup,Changeup,True,0.35,-0.14,-0.01
Curveball,Curveball,True,-0.13,-0.04,-0.54
4-Seam Fastball,4-Seam Fastball,True,0.07,0.44,0.89
Slider,Slider,True,-0.16,-0.17,0.22
Changeup,Changeup,True,0.65,0.35,0.07
Slider,Slider,True,-0.26,-0.27,0.15
Curveball,Curveball,True,0.03,-0.08,-0.58
Changeup,Changeup,True,0.28,-0.13,-0.04
Curveball,Curveball,True,-0.3,0.11,-0.31
4-Seam Fastball,4-Seam Fastball,True,-0.3,0.39,0.91
Slider,Slider,True,-0.02,-0.4,0.11
4-Seam Fastball,4-Seam Fastball,True,0.26,0.65,0.99
Slider,Slider,True,-0.08,0.05,0.12
Slider,Slider,True,-0.2,-0.08,-0.14
4-Seam Fastball,4-Seam Fastball,True,0.28,0.58,0.86
Curveball,Curveball,True,-0.33,-0.19,-0.44
4-Seam Fastball,4-Seam Fastball,True,-0.43,0.3,0.8
Changeup,Changeup,True,0.26,-0.22,-0.01
Slider,Slider,True,-0.19,0.06,0.1
Changeup,Changeup,True,0.43,-0.39,0.09
Changeup,Changeup,True,0.33,-0.11,0.1
Curveball,Curveball,True,0.08,0.53,-0.77
4-Seam Fastball,4-Seam Fastball,True,-0.0,0.62,0.95
Curveball,Curveball,True,-0.37,-0.29,-0.52
Changeup,Changeup,True,0.12,-0.15,-0.06
Slider,Slider,True,0.25,-0.09,0.18
4-Seam Fastball,4-Seam Fastball,True,0.56,0.69,0.87
Changeup,Changeup,True,0.68,0.0,0.01
Changeup,Changeup,True,0.08,-0.33,-0.29
Slider,Slider,True,0.03,-0.04,0.04
Slider,Slider,True,-0.24,0.05,0.33
Changeup,Changeup,True,0.36,-0.11,-0.01
Changeup,Changeup,True,0.45,-0.08,-0.02
Slider,Slider,True,-0.12,-0.26,0.07
4-Seam Fastball,4-Seam Fastball,True,0.04,0.52,0.72
Curveball,Curveball,True,0.06,-0.41,-0.46
Curveball,Curveball,True,0.26,-0.07,-0.51
Slider,Slider,True,0.05,-0.12,0.2
Slider,Slider,True,-0.2,-0.18,0.08
Changeup,Changeup,True,0.14,0.11,-0.21
Curveball,Curveball,True,0.45,-0.2,-0.68
Slider,Slider,True,-0.2,-0.12,0.12
4-Seam Fastball,4-Seam Fastball,True,0.05,0.54,0.87
4-Seam Fastball,4-Seam Fastball,True,0.52,0.58,0.85
Curveball,Curveball,True,0.04,0.51,-0.47
Curveball,Curveball,True,-0.45,-0.13,-0.37
Slider,Slider,True,0.15,0.22,0.14
Changeup,Changeup,True,0.86,0.21,-0.08
4-Seam Fastball,4-Seam Fastball,True,0.1,0.31,0.91
Changeup,Changeup,True,0.56,-0.11,0.04
4-Seam Fastball,4-Seam Fastball,True,0.6,0.47,0.9
Slider,Slider,True,-0.5,0.02,0.13
Curveball,Curveball,True,0.05,-0.06,-0.42
Changeup,Changeup,True,0.77,0.43,0.09
Changeup,Changeup,True,0.37,-0.01,-0.02
4-Seam Fastball,4-Seam Fastball,True,0.17,0.02,0.81
Changeup,Changeup,True,0.58,-0.06,0.05
Curveball,Curveball,True,-0.07,-0.07,-0.59
Curveball,Curveball,True,-0.18,-0.09,-0.45
Curveball,Curveball,True,0.15,-0.15,-0.36
Slider,Slider,True,-0.1,-0.33,0.07
4-Seam Fastball,4-Seam Fastball,True,-0.18,0.36,0.94
Changeup,Changeup,True,0.27,-0.01,0.02
Slider,Slider,True,-0.49,-0.04,0.21
Curveball,Curveball,True,0.21,-0.42,-0.39
Slider,Slider,True,-0.32,-0.34,0.21
Slider,Slider,True,-0.2,0.03,0.15
4-Seam Fastball,4-Seam Fastball,True,0.07,0.63,0.79
4-Seam Fastball,4-Seam Fastball,True,0.29,0.71,0.84
Changeup,Changeup,True,0.59,0.13,-0.09
Changeup,Changeup,True,0.6,-0.35,0.25
4-Seam Fastball,4-Seam Fastball,True,0.05,0.52,0.9
4-Seam Fastball,4-Seam Fastball,True,-0.33,0.23,0.98
Slider,Slider,True,-0.08,0.03,0.2
Curveball,Curveball,True,-0.05,-0.28,-0.4
Changeup,Changeup,True,0.71,0.35,-0.14
4-Seam Fastball,4-Seam Fastball,True,-0.3,-0.01,0.79
Curveball,Curveball,True,-0.05,-0.6,-0.38
4-Seam Fastball,4-Seam Fastball,True,0.31,0.72,0.87
Curveball,Curveball,True,0.58,0.2,-0.6
Slider,Slider,True,0.15,-0.34,0.06
4-Seam Fastball,4-Seam Fastball,True,-0.38,0.12,0.77
Slider,Slider,True,-0.28,-0.25,0.1
Changeup,Changeup,True,0.45,-0.05,-0.05
Curveball,Curveball,True,0.3,-0.13,-0.54
Changeup,Changeup,True,0.34,-0.16,0.04
4-Seam Fastball,4-Seam Fastball,True,0.02,0.38,0.9
Curveball,Curveball,True,-0.02,-0.5,-0.54
4-Seam Fastball,4-Seam Fastball,True,0.28,0.04,0.82
Changeup,Changeup,True,0.27,0.04,-0.12
Changeup,Changeup,True,0.18,0.06,0.0
Changeup,Changeup,True,0.34,0.14,0.12
Slider,Slider,True,-0.24,-0.25,0.08
Slider,Slider,True,-0.3,0.04,0.19
Curveball,Curveball,True,0.12,-0.17,-0.27
Slider,Slider,True,-0.33,-0.49,0.08
4-Seam Fastball,4-Seam Fastball,True,-0.33,0.18,0.78
Changeup,Changeup,True,0.35,-0.17,0.04
Changeup,Changeup,True,0.56,0.04,-0.19
Changeup,Changeup,True,0.4,-0.12,-0.01
4-Seam Fastball,4-Seam Fastball,True,0.11,0.56,0.79
4-Seam Fastball,4-Seam Fastball,True,0.48,0.69,0.92
Changeup,Changeup,True,0.45,0.23,-0.09
Changeup,Changeup,True,0.3,-0.15,0.04
4-Seam Fastball,4-Seam Fastball,True,-0.12,0.49,0.83
Curveball,Curveball,True,0.04,-0.02,-0.54
Slider,Slider,True,-0.3,-0.23,0.32
Curveball,Curveball,True,-0.5,-0.08,-0.31
Slider,Slider,True,0.04,0.13,0.16
4-Seam Fastball,4-Seam Fastball,True,0.89,0.74,0.75
Changeup,Changeup,True,-0.08,-0.09,0.12
Changeup,Changeup,True,0.22,-0.04,-0.1
Slider,Slider,True,-0.06,-0.1,-0.01
Curveball,Curveball,True,0.65,-0.1,-0.6
Changeup,Changeup,True,0.5,0.07,0.08
Slider,Slider,True,-0.25,-0.15,0.13
Slider,Slider,True,-0.21,-0.0,0.29
Slider,Slider,True,-0.18,-0.48,0.11
Curveball,Curveball,True,0.06,-0.11,-0.62
4-Seam Fastball,4-Seam Fastball,True,0.09,0.39,0.85
Slider,Slider,True,-0.22,-0.34,0.12
Changeup,Changeup,True,0.88,0.09,0.0
Curveball,Curveball,True,-0.48,-0.6,-0.54
Slider,Slider,True,-0.18,-0.34,0.24
Changeup,Changeup,True,0.29,0.09,0.01
Changeup,Changeup,True,0.44,-0.14,-0.19
Curveball,Curveball,True,-0.18,-0.2,-0.5
Slider,Slider,True,-0.45,-0.25,0.16
4-Seam Fastball,4-Seam Fastball,True,-0.39,0.55,0.56
Curveball,Curveball,True,0.16,-0.15,-0.7
Changeup,Changeup,True,0.77,0.21,-0.05
4-Seam Fastball,4-Seam Fastball,True,0.25,-0.08,0.63
4-Seam Fastball,4-Seam Fastball,True,0.66,-0.08,0.83
Slider,Slider,True,-0.01,-0.32,0.2
Curveball,Curveball,True,-0.12,-0.19,-0.56
Curveball,Curveball,True,-0.39,-0.05,-0.7
Curveball,Curveball,True,-0.02,-0.25,-0.4
Changeup,Changeup,True,0.13,-0.09,0.04
Curveball,Curveball,True,0.66,0.47,-0.88
Changeup,Changeup,True,0.58,0.22,0.04
Slider,Slider,True,-0.2,-0.16,0.12
Slider,Slider,True,-0.65,-0.28,0.01
Slider,Slider,True,0.09,-0.22,0.21
4-Seam Fastball,4-Seam Fastball,True,0.82,0.3,0.76
4-Seam Fastball,4-Seam Fastball,True,0.07,0.51,0.92
Changeup,Changeup,True,0.03,-0.24,0.04
Slider,Slider,True,-0.43,-0.32,0.29
Curveball,Curveball,True,-0.26,-0.58,-0.52
4-Seam Fastball,4-Seam Fastball,True,-0.29,0.15,0.79
Curveball,Curveball,True,-0.05,-0.31,-0.37
4-Seam Fastball,4-Seam Fastball,True,-0.19,0.56,0.81
Slider,Slider,True,-0.24,0.08,0.12
Curveball,Curveball,True,0.16,-0.16,-0.67
Slider,Slider,True,-0.54,-0.13,0.35
Slider,Slider,True,-0.09,-0.16,0.21
Changeup,Changeup,True,0.73,0.27,-0.08
4-Seam Fastball,4-Seam Fastball,True,-0.22,0.29,0.83
